,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192,194,196,198,200,202,204,206,208,210,212,214,216,218,220,222,224,226,228,230,232,234,236,238,240,242,244,246,248,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300
5020000,1474.755001,1442.25199,1429.927414,1423.700041,1398.912381,1414.182653,1413.560759,1420.108027,1435.202838,1434.863712,1439.315303,1453.404768,1444.042166,1456.922991,1424.430231,1434.433534,1446.304003,1446.391358,1463.387526,1485.421979,1496.386668,1499.589709,1495.211719,1502.349712,1509.240592,1530.067829,1532.430773,1678.9443,1630.591922,1636.613036,1638.34827,1643.033126,1631.603831,1648.830727,1668.363655,1701.61735,1706.231701,1685.560704,1694.299441,1700.246069,1723.073797,1741.682887,1745.057052,1758.682198,1770.34131,1786.777421,1820.303441,1829.169295,1834.541878,1827.769406,1848.579379,1849.700876,1879.600517,1889.75742,1896.787394,1906.328252,1907.514147,1923.907373,1943.01326,1947.676358,1957.181349,1973.802872,1973.471095,1966.019515,1953.440349,2015.909326,1998.691473,1999.368921,2023.704748,2028.772806,2031.600202,2026.701099,2052.771299,2074.297922,2094.122411,2095.828074,2075.617067,2108.671367,2134.691425,2136.33797,2146.348089,2144.750117,2166.843771,2188.982183,2197.000299,2215.468715,2205.322145,2212.548899,2219.781586,2245.465224,2265.064262,2305.735496,2312.23235,2336.282254,2311.85273,2325.472203,2347.576283,2345.504496,2392.8842,2372.489798,2415.28024,2419.784929,2414.231721,2389.853634,2328.954267,2399.081306,2435.938425,2429.501209,2433.805411,2460.330952,2499.239146,2513.084909,2493.264389,2512.40195,2546.654141,2542.514677,2542.070768,2535.19888,2598.155586,2523.409395,2524.648213,2514.185746,2559.075052,2583.652921,2604.369177,2577.007818,2633.009994,2609.480906,2563.669686,2487.630293,2506.021816,2504.608931,2520.475781,2529.046628,2547.274978,2560.438924,2706.645429,2804.723985,2840.180063,2821.316803,2922.409878,2949.962453,2957.571439,2920.929911,2934.612283,2942.074089,2975.779809,2975.643953,2963.491921,3042.861781
5520000,1605.418637,1562.148938,1546.183861,1542.256538,1533.882918,1549.291255,1530.792455,1549.950435,1541.768395,1552.178335,1548.8948,1602.931653,1662.189881,1732.847543,1628.83802,1643.851588,1658.82141,1651.750957,1672.609574,1681.500171,1720.482574,1739.195049,1722.41354,1733.7216,1745.839432,1758.81645,1777.765742,1790.409311,1799.06838,1805.573989,1829.763585,1842.953784,1842.473131,1851.874713,1868.615324,1854.984008,1895.811158,1895.946049,1918.030906,1929.549608,1933.471436,1937.179852,1962.376638,1975.946686,1990.939863,1998.374535,2001.644222,2020.995919,1969.457431,2026.278834,2059.813119,2061.258161,2085.817819,2093.38062,2109.0703,2109.809787,2126.512617,2136.958919,2154.146556,2085.371859,2044.089965,2093.116686,2095.643119,2111.748785,2133.236777,2101.027315,2166.488412,2163.759743,2215.395175,2191.730615,2186.544034,2213.925287,2193.347585,2205.513547,2220.944303,2288.393482,2296.610538,2308.808602,2329.48545,2272.406291,2366.024685,2353.697036,2343.645705,2369.441548,2378.495908,2412.086743,2429.477043,2429.358432,2398.785728,2338.49684,2378.179741,2454.658373,2421.729167,2485.451913,2498.056167,2487.576876,2533.515606,2500.940449,2545.476169,2575.956335,2571.817404,2550.841254,2597.629223,2609.047341,2635.679183,2609.961003,2632.104923,2644.901247,2657.636949,2625.139476,2656.891113,2664.325101,2641.800033,2452.189745,2458.009809,2477.330525,2478.411543,2489.66556,2509.519061,2528.661295,2586.461048,2804.400328,2872.141319,2864.267163,2886.876608,2861.787138,2941.058075,2947.98163,2950.909239,2922.482598,2966.540559,3024.082466,3000.113654,3040.307154,2812.485374,2688.383433,2708.444098,2718.870549,2726.682347,2733.020938,2756.139148,2822.824084,3065.310247,3039.689333,3089.430261,3101.51071,3108.219016,3089.888021,3158.458113,3225.698524
6020000,1912.42973,1846.963753,1854.319255,1840.534107,1832.971707,1839.815266,1836.761715,1840.619722,1839.730592,1857.253519,1866.389701,1876.619842,1872.444428,1887.915524,1910.725142,1919.793365,1940.853462,1928.955103,1924.307909,1957.048094,1974.332705,1991.305843,1991.871562,1998.225669,2020.088002,2038.582457,2045.331538,2059.691233,2068.737799,2085.464234,2100.670282,2110.593682,2089.222272,2066.605579,2143.85559,2173.075056,2190.787278,2181.990367,2201.92197,2210.047923,2222.375569,2227.07086,2258.438352,2264.561138,2278.551769,2296.251866,2307.246207,2318.460864,2326.797268,2341.269346,2358.051161,2370.073024,2376.814884,2391.909836,2416.540587,2413.000081,2431.52689,2463.23138,2485.639101,2498.300596,2522.734027,2491.872642,2550.010454,2529.005119,2548.989487,2578.58612,2592.247594,2609.767969,2589.219723,2588.850726,2552.600941,2588.001977,2634.439239,2570.329158,2589.175687,2641.54467,2709.546055,2714.99926,2723.434651,2741.196569,2754.195646,2747.147249,2764.0301,2788.93656,2687.908382,2680.717658,2739.044234,2769.186617,2760.097529,2781.164392,2792.305373,2820.892202,2832.431725,2833.298603,2827.224998,2820.191268,2798.684576,2824.241923,2855.117748,2903.460133,3009.479247,3041.354191,3043.552401,3059.940388,3060.899506,3087.929777,3140.989874,3203.577114,3237.781124,3180.874002,3199.378105,3229.821399,3098.81694,3046.58703,3052.999736,3046.572939,3028.238902,3082.59663,3084.682911,3373.700505,3256.087404,3285.020332,3300.363819,3347.612431,3368.581416,3334.84052,3362.364849,3355.252422,3393.568205,3448.457871,3436.492403,3463.802808,3500.755482,3466.370612,3495.750723,3537.965251,3507.152434,3556.167022,3561.010074,3542.444122,3598.881189,3625.892582,3567.891388,3628.028252,3687.829825,3659.513875,3692.686187,3741.296173,3745.605758,3737.84338
6520000,2131.272516,2107.423481,2080.132044,2082.39421,2066.852687,2074.112193,2068.660939,2069.345277,2081.821288,2090.420373,2098.700445,2102.225237,2096.344673,2109.975472,2127.319158,2171.374168,2172.350878,2174.478559,2200.781624,2188.212527,2241.46107,2234.672801,2228.550789,2246.001637,2273.065883,2285.304094,2289.824252,2303.962334,2320.379488,2301.146556,2310.214629,2314.515676,2352.501684,2247.660765,2276.080404,2330.997922,2421.466801,2430.977512,2446.164157,2455.409965,2472.970899,2490.789576,2497.16446,2495.417472,2508.181715,2432.330246,2432.92843,2474.606069,2517.689325,2535.247004,2535.68212,2544.659312,2550.214049,2563.678812,2552.091075,2571.103807,2627.577408,2674.578555,2692.534862,2683.205768,2559.74539,2279.362293,2294.713249,2300.558764,2545.442868,2842.073084,2861.057958,2857.874608,2869.187202,2894.09056,2897.285874,2916.20408,2939.030417,3011.368911,2988.479016,2999.541531,3006.328378,3011.737669,2968.43505,2959.442531,2958.22326,2954.378473,3016.316757,2991.064766,3133.070222,3169.122287,3133.656298,3137.564007,3160.160127,3193.541765,3188.62282,3186.27916,3216.184115,3206.784936,3237.839617,3292.792891,3297.380449,3332.53725,3345.386128,3331.153436,3354.652636,3378.279209,3388.039652,3371.750851,3423.065319,3447.435388,3425.942523,3456.761354,3419.115654,3488.485947,3505.617698,3537.132599,3513.502141,3543.21624,3566.127227,3545.865977,3601.737561,3610.367704,3599.519703,3641.249903,3648.800385,3637.573666,3689.21283,3674.072838,3723.97249,3793.002342,3787.19619,3781.472458,3810.893541,3789.535019,3840.980753,3854.395101,3817.505019,3736.998982,3845.561572,3787.545973,3859.493558,3910.723214,3909.742924,3927.075972,3908.682894,3947.612451,3962.782659,3838.371691,3856.034187,3917.754696,3880.204181,3965.048914,3948.295405,3946.568166
7020000,2219.624781,2185.943219,2177.69099,2200.833999,2206.619271,2190.49594,2187.068196,2191.555173,2181.519738,2205.10844,2218.616321,2233.762351,2268.143622,2300.118534,2299.034771,2307.008939,2323.943346,2330.02453,2415.188155,2403.804417,2419.22223,2389.752089,2424.942922,2437.382724,2443.529693,2457.154607,2468.987878,2494.15342,2453.685522,2442.318043,2472.599533,2479.99549,2496.472038,2513.019837,2540.654815,2523.451842,2643.205299,2680.915388,2674.747169,2659.668498,2687.430133,2692.864553,2737.501513,2762.299291,2748.172796,2773.595348,2787.551528,2794.714043,2805.571592,2809.90914,2829.39965,2858.98898,2887.04486,2889.157896,2909.295883,2921.798914,2943.578536,2936.387089,2972.612241,3021.611452,3018.121851,3018.208065,2971.612861,3026.369102,3057.856108,3089.528425,3108.425601,3108.019656,3123.297301,3134.469964,3150.620786,3167.09472,3193.484545,3193.599866,3204.589769,3238.520789,3265.57327,3278.568877,3290.501075,3291.400214,3345.098224,3351.247912,3375.051764,3379.388115,3400.358458,3380.085238,3451.294069,3438.398529,3454.628811,3414.995978,3381.927157,3457.382703,3400.546238,3433.092188,3550.051342,3563.390862,3573.794427,3575.099141,3584.588173,3575.188896,3545.149302,3487.383856,3537.408606,3551.866733,3566.900983,3571.575293,3565.162253,3597.06316,3589.14499,3592.966891,3573.496627,3731.0206,3833.885885,3836.97168,3823.872351,3855.715579,3888.118372,3874.602259,3960.537983,3968.774185,3940.680167,3876.874495,3764.772983,3780.851659,3780.018674,3776.619923,3861.144598,4064.291176,4030.281759,4092.579469,4143.004475,4113.752491,4093.075547,4142.971707,4192.128782,4174.095333,4190.827434,4240.756989,4233.536225,4262.757391,4273.625163,4301.798381,4325.459693,4307.877798,4352.872569,4321.026011,4332.53368,4409.295392,4380.952243,4431.037102
7520000,2481.848531,2439.240728,2444.890654,2426.489193,2422.053203,2409.420793,2416.379283,2415.618419,2419.784358,2437.68901,2445.812349,2455.951896,2462.310402,2486.990897,2490.083925,2491.343603,2506.720017,2555.29683,2544.450747,2580.650296,2579.292241,2595.066327,2615.332066,2617.803346,2634.208207,2668.202157,2678.272876,2688.600625,2692.264683,2682.230717,2686.617742,2710.665277,2677.292263,2635.587648,2692.153522,2783.947324,2814.175449,2839.113257,2839.702408,2872.037413,2878.520371,2879.80509,2873.998194,2803.509427,2832.076942,2871.058139,2894.088709,2879.323556,2921.160148,2946.989391,2923.359406,2948.870161,2968.716012,3026.170088,3050.913206,3055.999316,3074.50312,2658.346091,2922.311368,3128.366699,3221.680978,3238.292058,3240.234695,3265.678081,3284.600792,3291.874422,3294.591684,3376.173786,3402.871809,3378.529551,3408.206936,3396.609776,3312.715117,3330.469874,3343.615509,3358.649166,3353.585532,3548.820229,3548.246108,3499.760415,3544.774221,3572.743313,3575.523129,3579.38062,3610.41211,3623.242629,3657.280208,3681.482042,3682.028404,3730.695077,3704.012041,3748.513397,3785.262082,3770.663565,3795.103739,3809.388349,3826.812481,3856.012658,3824.151423,3836.051717,3914.520933,3917.527725,3935.448364,3938.638252,3959.877529,3982.311506,4001.496691,4001.676306,4036.477869,4038.949388,4079.532136,4075.453212,4072.601052,4169.650915,4195.258645,4175.582832,4234.87998,4163.886395,4263.131056,4278.554832,4241.783079,4142.7105,4239.205354,4206.440639,4279.926505,4314.223606,4356.881136,4340.277747,4360.194978,4409.276077,4250.002913,4291.297654,4307.254806,4323.303049,4390.023557,4347.099707,4415.241769,4321.923839,4282.776378,4264.379285,4282.313879,4283.114848,4575.107178,4636.485535,4629.108106,4681.329535,4697.60032,4844.852808,4864.026891,4820.685782
8020000,2702.005668,2604.481963,2582.23727,2577.003734,2559.090876,2556.138233,2570.844296,2561.180914,2668.463519,2680.82934,2635.290233,2631.034172,2648.24589,2704.14205,2680.363188,2693.468686,2720.801347,2736.415367,2755.031717,2778.435604,2803.597802,2800.200383,2799.637492,2834.348892,2860.383748,2877.186153,2880.096324,2905.78595,2926.299011,2934.196475,2950.294395,2977.143311,2946.190104,2931.644754,3022.881208,3050.452501,3048.181574,3078.560864,3083.515189,3112.478536,3122.841213,3139.1215,3168.889921,3168.495519,3197.288481,3223.151097,3244.285759,3260.760832,3271.071619,3265.485529,3303.057584,3335.546724,3360.6479,3365.55922,3427.635305,3395.186134,3426.674421,3464.123177,3475.4,3456.310564,3430.536213,3443.72277,3427.566882,3374.852975,3491.552212,3574.681534,3587.856543,3585.450314,3606.115483,3599.545863,3614.205066,3481.505492,3531.68568,3576.198129,3572.283342,3607.04722,3618.056088,3613.989869,3707.881397,3721.724754,3706.486985,3693.827345,3720.237863,3779.604251,3901.480066,3895.632997,3931.295864,3985.576907,4056.388887,4070.105108,4022.601651,4038.635214,4086.909417,3992.154147,3928.421055,3940.576201,3956.088094,3966.7789,4219.770787,4182.341663,4222.529409,4203.550638,4283.277662,4225.080029,4250.408666,4282.054066,4313.737279,4339.250682,4356.240433,4338.405209,4403.728656,4406.359286,4436.234827,4453.707607,4461.749057,4502.562111,4443.217971,4534.974518,4542.982812,4555.857444,4573.995646,4586.267669,4635.238666,4621.583386,4641.862222,4670.811304,4693.609473,4690.467943,4709.851325,4781.498563,4799.489458,4819.874868,4767.808359,4864.35849,4844.872044,4775.71241,4746.816712,4813.234901,4815.563051,4926.756191,4928.225488,4925.381063,4954.381207,4953.734941,4905.277691,4911.199685,4903.231767,4944.388373,4941.33358,4966.400875
8520000,2879.878745,2835.757222,2805.468066,2768.272015,2789.542706,2761.83943,2770.415833,2811.978096,2865.606465,2859.494291,2865.262124,2888.881907,2911.929769,2905.748725,2923.38481,2938.057062,2953.131045,2982.030125,3001.55765,3035.707581,3021.29518,2966.878884,2979.484616,3002.254483,3012.8453,3043.821061,3064.12432,3089.247512,3112.422001,3127.143234,3161.680125,3229.063584,3233.788857,3251.905943,3282.347563,3288.296512,3309.380701,3335.515528,3345.17377,3359.454823,3393.580492,3398.744701,3424.987645,3445.669292,3461.739797,3487.999512,3492.965046,3518.94437,3541.933149,3560.446837,3554.497891,3498.973568,3618.793861,3637.16464,3653.202077,3664.444367,3663.419318,3721.03784,3741.908759,3740.283283,3753.042325,3784.409116,3795.577238,3824.858891,3830.091396,3833.160393,3903.298075,3926.099583,3930.313185,3971.945329,3932.718723,3997.784518,4015.828996,3991.705267,3976.07139,3974.683457,4003.163828,3928.290833,4058.927256,4109.163688,4130.691397,4141.129994,4126.995519,4161.5732,4030.144477,4105.096038,4112.876621,4118.186779,4181.953613,4124.421887,4203.893879,4189.033647,4257.019954,4254.953029,4246.208244,4262.345538,4325.198954,4471.073953,4447.265239,4497.541696,4427.092692,4554.238809,4587.728402,4627.112018,4627.099551,4512.331942,4506.704758,4468.204814,4487.268026,4524.202433,4673.889652,4668.092228,4682.822718,4717.187384,4789.578206,4779.72491,4829.731189,4841.370946,4883.865484,4870.945905,4904.13609,4922.015777,4935.336619,4982.597486,4997.191695,5000.422003,5028.995326,5050.199902,4975.851555,5085.965852,5082.995406,5123.499963,5121.484945,5178.054514,5172.324179,5218.129309,5212.051223,5240.126308,5222.633323,5269.408764,5348.412919,5377.693736,5393.897234,5395.279902,5424.609657,5370.787934,5284.801635,5344.975515,5334.99329,5467.034029
9020000,3082.174299,3021.305768,2991.440936,2950.20069,2928.149727,2838.895143,2821.27572,2858.369511,2899.541622,2888.705682,2902.947955,2948.576008,3015.948146,3003.44687,3013.587318,3026.435786,3035.24462,3054.091784,3074.870371,3157.095744,3185.884016,3179.429401,3212.888263,3229.049284,3255.015533,3293.730857,3336.995583,3330.673818,3312.259646,3337.980765,3350.789007,3322.454664,3339.783086,3340.944582,3374.565599,3370.35424,3432.285631,3487.696229,3482.582958,3496.568713,3538.336663,3590.645437,3596.013684,3600.245364,3624.329235,3663.696819,3699.260941,3717.327647,3739.180573,3756.01462,3759.836893,3787.221079,3812.088815,3828.213099,3851.175541,3858.298735,3903.52339,3910.635111,3886.648904,3894.595245,3967.851191,3996.686957,4016.348903,3996.132449,4064.973093,4083.231136,4097.494864,4120.531132,4136.299067,4146.098747,4165.577773,4157.962134,4207.200957,4265.87164,4291.99237,4299.868677,4298.528499,4322.773567,4356.325841,4374.691741,4312.516093,4313.527196,4280.832944,4319.019812,4447.904575,4447.508702,4476.413838,4482.917317,4467.793913,4393.281087,4447.298702,4479.535639,4476.410298,4490.608244,4489.917,4510.608125,4529.268687,4532.050062,4512.404729,4518.087951,4714.756471,4781.108507,4802.134041,4852.242065,4896.897878,4904.949448,4951.099453,4927.538,4767.410816,4714.417746,4745.688745,4749.903215,4880.590307,4955.959787,5010.711012,5021.361188,5061.836913,5117.299833,5136.985396,5180.280708,5203.032916,5218.819804,5236.567125,5236.195799,5256.875515,5303.95852,5361.067707,5325.294073,5388.244623,5369.386176,5355.018424,5404.594107,5453.558611,5453.334949,5498.464024,5504.449683,5533.305071,5536.853951,5568.360931,5577.111554,5608.330489,5642.170166,5673.922247,5683.245812,5714.620502,5755.236407,5613.174612,5671.776554,5605.66718,5757.586569
9520000,3293.230707,3232.294086,3218.468557,3183.830208,3151.424898,3137.079425,2989.636873,3017.594658,3071.994462,3071.792912,3096.767845,3165.728464,3192.352952,3223.519469,3233.742817,3236.296673,3246.314904,3247.124114,3364.816897,3390.59535,3393.091056,3402.155497,3433.529321,3457.28861,3485.137224,3508.491604,3551.60917,3552.878784,3555.78357,3532.483471,3550.113943,3539.138886,3560.59634,3568.475583,3577.717291,3646.187046,3656.294638,3685.092992,3772.826687,3785.402,3783.622977,3825.172765,3842.607342,3878.032898,3873.64169,3916.957736,3953.979987,3932.59759,3980.902636,4002.634914,4015.806178,4036.522991,4053.057339,4105.061283,4103.39976,4016.292777,4141.131681,4170.646015,4186.024817,4189.211942,4198.565076,4271.840768,4257.868797,4302.721955,4319.21505,4337.457162,4383.314462,4370.014053,4406.109362,4449.968428,4461.88134,4502.857104,4475.19726,4541.156014,4565.195716,4525.307333,4469.463549,4511.897584,4433.16676,4588.242855,4650.217192,4653.538118,4679.074861,4682.191776,4633.335581,4716.690224,4667.777609,4644.437926,4681.693799,4643.317021,4703.482358,4758.329316,4737.564447,4758.855631,4772.835952,4873.226872,4987.585265,4976.827464,5045.925775,5040.162243,5107.479135,5120.737738,5150.17098,4988.739159,4950.569296,4960.326581,4997.619236,5138.637464,5153.801607,5221.593343,5243.081112,5317.950832,5302.939382,5359.606603,5370.81283,5399.911028,5404.395912,5463.05924,5462.231776,5493.219236,5548.850012,5548.15396,5571.973983,5540.169845,5551.189266,5614.318732,5646.958011,5670.010429,5717.94282,5689.331844,5736.773623,5741.106985,5781.241093,5723.422404,5844.874568,5880.199256,5889.852207,5908.293806,5948.226136,5870.729772,5841.178167,5821.026955,5942.717476,5990.507425,6009.819402,6027.935182,5923.460506,5956.656115,5957.614789,5901.13691
10020000,3480.016783,3443.709128,3420.384242,3384.675812,3402.188751,3422.659815,3446.984353,3442.390228,3436.234884,3471.509531,3475.109427,3504.093376,3509.11854,3558.741938,3561.526871,3583.167824,3541.357082,3511.576535,3541.657489,3562.330472,3585.170531,3613.300048,3669.809234,3684.231793,3701.268956,3738.197429,3754.210506,3791.061071,3839.887363,3831.549226,3855.039325,3889.051529,3891.779297,3918.764837,3944.459351,3975.107086,4018.382129,3995.862778,4037.244053,4057.868315,4090.939684,4102.845474,4129.256283,4167.794165,4160.291688,4077.025054,4229.018647,4236.154211,4275.256749,4276.136169,4328.411278,4335.457762,4347.218476,4387.026725,4387.273345,4419.326146,4434.660809,4436.324501,4519.744878,4536.054285,4562.028505,4589.693669,4583.42237,4619.66879,4634.505482,4600.053849,4607.839829,4495.742847,4517.912471,4734.948412,4746.870796,4755.351444,4753.602579,4711.017881,4561.56037,4653.212647,4723.268165,4731.866325,4836.077643,4822.53559,4845.667614,4857.281638,4952.701155,5042.400316,5037.927941,5064.083596,5085.702323,5158.311052,5189.069764,5139.290747,5055.825888,5040.77424,5075.677524,5132.813464,5314.76957,5273.572571,5336.567393,5341.025957,5353.636992,5399.975962,5421.246871,5455.700791,5475.161715,5508.671223,5535.502704,5568.276888,5558.837623,5625.250075,5547.282121,5633.672562,5655.215775,5666.212626,5680.978977,5713.033562,5756.280067,5776.079614,5806.355431,5809.193808,5840.47097,5898.471622,5923.547773,5908.913329,5979.165014,5982.925893,5883.51046,5898.204331,5800.537246,6053.820811,6034.966847,6090.785352,6039.173952,5909.971801,5969.756177,5988.400914,6041.812415,6039.23077,5963.909339,5923.416003,5943.178194,6291.07209,6303.058522,6371.019971,6397.388235,6475.034607,6454.887745,6081.725355,6101.515989,6097.659637,6259.346858,6435.10535